seed,d,step,mem
42,180,1630000,
42,180,1640000,
42,180,1650000,
42,180,1660000,
42,180,1670000,
42,180,1680000,
42,180,1690000,
42,180,1700000,0.1363999992609024
42,180,1710000,
42,180,1720000,
42,180,1730000,
42,180,1740000,
42,180,1750000,
42,180,1760000,
42,180,1770000,
42,180,1780000,
42,180,1790000,
42,180,1800000,0.15960000455379486
42,180,1810000,
42,180,1820000,
42,180,1830000,
42,180,1840000,
42,180,1850000,
42,180,1860000,
42,180,1870000,
42,180,1880000,
42,180,1890000,
42,180,1900000,0.2029000073671341
42,180,1910000,
42,180,1920000,
42,180,1930000,
42,180,1940000,
42,180,1950000,
42,180,1960000,
42,180,1970000,
42,180,1980000,
42,180,1990000,
42,180,2000000,0.2021999955177307
42,180,2010000,
42,180,2020000,
42,180,2030000,
42,180,2040000,
42,180,2050000,
42,180,2060000,
42,180,2070000,
42,180,2080000,
42,180,2090000,
42,180,2100000,0.2337999939918518
42,180,2110000,
42,180,2120000,
42,180,2130000,
42,180,2140000,
42,180,2150000,
42,180,2160000,
42,180,2170000,
42,180,2180000,
42,180,2190000,
42,180,2200000,0.2614000141620636
42,180,2210000,
42,180,2220000,
42,180,2230000,
42,180,2240000,
42,180,2250000,
42,180,2260000,
42,180,2270000,
42,180,2280000,
42,180,2290000,
42,180,2300000,0.23469999432563782
42,180,2310000,
42,180,2320000,
42,180,2330000,
42,180,2340000,
42,180,2350000,
42,180,2360000,
42,180,2370000,
42,180,2380000,
42,180,2390000,
42,180,2400000,0.30230000615119934
42,180,2410000,
42,180,2420000,
42,180,2430000,
42,180,2440000,
42,180,2450000,
42,180,2460000,
42,180,2470000,
42,180,2480000,
42,180,2490000,
42,180,2500000,0.30079999566078186
42,180,2510000,
42,180,2520000,
42,180,2530000,
42,180,2540000,
42,180,2550000,
42,180,2560000,
42,180,2570000,
42,180,2580000,
42,180,2590000,
42,180,2600000,0.304500013589859
42,180,2610000,
42,180,2620000,
42,180,2630000,
42,180,2640000,
42,180,2650000,
42,180,2660000,
42,180,2670000,
42,180,2680000,
42,180,2690000,
42,180,2700000,0.31220000982284546
42,180,2710000,
42,180,2720000,
42,180,2730000,
42,180,2740000,
42,180,2750000,
42,180,2760000,
42,180,2770000,
42,180,2780000,
42,180,2790000,
42,180,2800000,0.36070001125335693
42,180,2810000,
42,180,2820000,
42,180,2830000,
42,180,2840000,
42,180,2850000,
42,180,2860000,
42,180,2870000,
42,180,2880000,
42,180,2890000,
42,180,2900000,0.3521000146865845
42,180,2910000,
42,180,2920000,
42,180,2930000,
42,180,2940000,
42,180,2950000,
42,180,2960000,
42,180,2970000,
42,180,2980000,
42,180,2990000,
42,180,3000000,0.3885999917984009
42,180,3010000,
42,180,3020000,
42,180,3030000,
42,180,3040000,
42,180,3050000,
42,180,3060000,
42,180,3070000,
42,180,3080000,
42,180,3090000,
42,180,3100000,0.36079999804496765
42,180,3110000,
42,180,3120000,
42,180,3130000,
42,180,3140000,
42,180,3150000,
42,180,3160000,
42,180,3170000,
42,180,3180000,
42,180,3190000,
42,180,3200000,0.4108999967575073
42,180,3210000,
42,180,3220000,
42,180,3230000,
42,180,3240000,
42,180,3250000,
42,180,3260000,
42,180,3270000,
42,180,3280000,
42,180,3290000,
42,180,3300000,0.3359000086784363
42,180,3310000,
42,180,3320000,
42,180,3330000,
42,180,3340000,
42,180,3350000,
42,180,3360000,
42,180,3370000,
42,180,3380000,
42,180,3390000,
42,180,3400000,0.3734999895095825
42,180,3410000,
42,180,3420000,
42,180,3430000,
42,180,3440000,
42,180,3450000,
42,180,3460000,
42,180,3470000,
42,180,3480000,
42,180,3490000,
42,180,3500000,0.27900001406669617
42,180,3510000,
42,180,3520000,
42,180,3530000,
42,180,3540000,
42,180,3550000,
42,180,3560000,
42,180,3570000,
42,180,3580000,
42,180,3590000,
42,180,3600000,0.42910000681877136
42,180,3610000,
42,180,3620000,
42,180,3630000,
42,180,3640000,
42,180,3650000,
42,180,3660000,
42,180,3670000,
42,180,3680000,
42,180,3690000,
42,180,3700000,0.3736000061035156
42,180,3710000,
42,180,3720000,
42,180,3730000,
42,180,3740000,
42,180,3750000,
42,180,3760000,
42,180,3770000,
42,180,3780000,
42,180,3790000,
42,180,3800000,0.48089998960494995
42,180,3810000,
42,180,3820000,
42,180,3830000,
42,180,3840000,
42,180,3850000,
42,180,3860000,
42,180,3870000,
42,180,3880000,
42,180,3890000,
42,180,3900000,0.44600000977516174
42,180,3910000,
42,180,3920000,
42,180,3930000,
42,180,3940000,
42,180,3950000,
42,180,3960000,
42,180,3970000,
42,180,3980000,
42,180,3990000,
42,180,4000000,0.4702000021934509
42,180,4010000,
42,180,4020000,
42,180,4030000,
42,180,4040000,
42,180,4050000,
42,180,4060000,
42,180,4070000,
42,180,4080000,
42,180,4090000,
42,180,4100000,0.4009000062942505
42,180,4110000,
42,180,4120000,
42,180,4130000,
42,180,4140000,
42,180,4150000,
42,180,4160000,
42,180,4170000,
42,180,4180000,
42,180,4190000,
42,180,4200000,0.4652000069618225
42,180,4210000,
42,180,4220000,
42,180,4230000,
42,180,4240000,
42,180,4250000,
42,180,4260000,
42,180,4270000,
42,180,4280000,
42,180,4290000,
42,180,4300000,0.474700003862381
42,180,4310000,
42,180,4320000,
42,180,4330000,
42,180,4340000,
42,180,4350000,
42,180,4360000,
42,180,4370000,
42,180,4380000,
42,180,4390000,
42,180,4400000,0.4884999990463257
42,180,4410000,
42,180,4420000,
42,180,4430000,
42,180,4440000,
42,180,4450000,
42,180,4460000,
42,180,4470000,
42,180,4480000,
42,180,4490000,
42,180,4500000,0.4643999934196472
42,180,4510000,
42,180,4520000,
42,180,4530000,
42,180,4540000,
42,180,4550000,
42,180,4560000,
42,180,4570000,
42,180,4580000,
42,180,4590000,
42,180,4600000,0.49639999866485596
42,180,4610000,
42,180,4620000,
42,180,4630000,
42,180,4640000,
42,180,4650000,
42,180,4660000,
42,180,4670000,
42,180,4680000,
42,180,4690000,
42,180,4700000,0.45260000228881836
42,180,4710000,
42,180,4720000,
42,180,4730000,
42,180,4740000,
42,180,4750000,
42,180,4760000,
42,180,4770000,
42,180,4780000,
42,180,4790000,
42,180,4800000,0.5145000219345093
42,180,4810000,
42,180,4820000,
42,180,4830000,
42,180,4840000,
42,180,4850000,
42,180,4860000,
42,180,4870000,
42,180,4880000,
42,180,4890000,
42,180,4900000,0.4706999957561493
42,180,4910000,
42,180,4920000,
42,180,4930000,
42,180,4940000,
42,180,4950000,
42,180,4960000,
42,180,4970000,
42,180,4980000,
42,180,4990000,
42,180,5000000,0.4952999949455261
42,200,1,0.0
42,200,10000,
42,200,20000,
42,200,30000,
42,200,40000,
42,200,50000,
42,200,60000,
42,200,70000,
42,200,80000,
42,200,90000,
42,200,100000,0.0
42,200,110000,
42,200,120000,
42,200,130000,
42,200,140000,
42,200,150000,
42,200,160000,
42,200,170000,
42,200,180000,
42,200,190000,
42,200,200000,0.0
42,200,210000,
42,200,220000,
42,200,230000,
42,200,240000,
42,200,250000,
42,200,260000,
42,200,270000,
42,200,280000,
42,200,290000,
42,200,300000,0.0005000000237487257
42,200,310000,
42,200,320000,
42,200,330000,
42,200,340000,
42,200,350000,
42,200,360000,
42,200,370000,
42,200,380000,
42,200,390000,
42,200,400000,0.0007999999797903001
42,200,410000,
42,200,420000,
42,200,430000,
42,200,440000,
42,200,450000,
42,200,460000,
42,200,470000,
42,200,480000,
42,200,490000,
42,200,500000,0.0034000000450760126
42,200,510000,
42,200,520000,
42,200,530000,
42,200,540000,
42,200,550000,
42,200,560000,
42,200,570000,
42,200,580000,
42,200,590000,
42,200,600000,0.006599999964237213
42,200,610000,
42,200,620000,
42,200,630000,
42,200,640000,
42,200,650000,
42,200,660000,
42,200,670000,
42,200,680000,
42,200,690000,
42,200,700000,0.013700000010430813
42,200,710000,
42,200,720000,
42,200,730000,
42,200,740000,
42,200,750000,
42,200,760000,
42,200,770000,
42,200,780000,
42,200,790000,
42,200,800000,0.021299999207258224
42,200,810000,
42,200,820000,
42,200,830000,
42,200,840000,
42,200,850000,
42,200,860000,
42,200,870000,
42,200,880000,
42,200,890000,
42,200,900000,0.029400000348687172
42,200,910000,
42,200,920000,
42,200,930000,
42,200,940000,
42,200,950000,
42,200,960000,
42,200,970000,
42,200,980000,
42,200,990000,
42,200,1000000,0.03779999911785126
42,200,1010000,
42,200,1020000,
42,200,1030000,
42,200,1040000,
42,200,1050000,
42,200,1060000,
42,200,1070000,
42,200,1080000,
42,200,1090000,
42,200,1100000,0.046799998730421066
42,200,1110000,
42,200,1120000,
42,200,1130000,
42,200,1140000,
42,200,1150000,
42,200,1160000,
42,200,1170000,
42,200,1180000,
42,200,1190000,
42,200,1200000,0.0674000009894371
42,200,1210000,
42,200,1220000,
42,200,1230000,
42,200,1240000,
42,200,1250000,
42,200,1260000,
42,200,1270000,
42,200,1280000,
42,200,1290000,
42,200,1300000,0.06449999660253525
42,200,1310000,
42,200,1320000,
42,200,1330000,
42,200,1340000,
42,200,1350000,
42,200,1360000,
42,200,1370000,
42,200,1380000,
42,200,1390000,
42,200,1400000,0.08330000191926956
42,200,1410000,
42,200,1420000,
42,200,1430000,
42,200,1440000,
42,200,1450000,
42,200,1460000,
42,200,1470000,
42,200,1480000,
42,200,1490000,
42,200,1500000,0.09809999912977219
42,200,1510000,
42,200,1520000,
42,200,1530000,
42,200,1540000,
42,200,1550000,
42,200,1560000,
42,200,1570000,
42,200,1580000,
42,200,1590000,
42,200,1600000,0.1340000033378601
42,200,1610000,
42,200,1620000,
42,200,1630000,
42,200,1640000,
42,200,1650000,
42,200,1660000,
42,200,1670000,
42,200,1680000,
42,200,1690000,
42,200,1700000,0.12680000066757202
42,200,1710000,
42,200,1720000,
42,200,1730000,
42,200,1740000,
42,200,1750000,
42,200,1760000,
42,200,1770000,
42,200,1780000,
42,200,1790000,
42,200,1800000,0.15219999849796295
42,200,1810000,
42,200,1820000,
42,200,1830000,
42,200,1840000,
42,200,1850000,
42,200,1860000,
42,200,1870000,
42,200,1880000,
42,200,1890000,
42,200,1900000,0.16040000319480896
42,200,1910000,
42,200,1920000,
42,200,1930000,
42,200,1940000,
42,200,1950000,
42,200,1960000,
42,200,1970000,
42,200,1980000,
42,200,1990000,
42,200,2000000,0.19030000269412994
42,200,2010000,
42,200,2020000,
42,200,2030000,
42,200,2040000,
42,200,2050000,
42,200,2060000,
42,200,2070000,
42,200,2080000,
42,200,2090000,
42,200,2100000,0.21799999475479126
42,200,2110000,
42,200,2120000,
42,200,2130000,
42,200,2140000,
42,200,2150000,
42,200,2160000,
42,200,2170000,
42,200,2180000,
42,200,2190000,
42,200,2200000,0.21160000562667847
42,200,2210000,
42,200,2220000,
42,200,2230000,
42,200,2240000,
42,200,2250000,
42,200,2260000,
42,200,2270000,
42,200,2280000,
42,200,2290000,
42,200,2300000,0.2393999993801117
42,200,2310000,
42,200,2320000,
42,200,2330000,
42,200,2340000,
42,200,2350000,
42,200,2360000,
42,200,2370000,
42,200,2380000,
42,200,2390000,
42,200,2400000,0.23559999465942383
42,200,2410000,
42,200,2420000,
42,200,2430000,
42,200,2440000,
42,200,2450000,
42,200,2460000,
42,200,2470000,
42,200,2480000,
42,200,2490000,
42,200,2500000,0.2775999903678894
42,200,2510000,
42,200,2520000,
42,200,2530000,
42,200,2540000,
42,200,2550000,
42,200,2560000,
42,200,2570000,
42,200,2580000,
42,200,2590000,
42,200,2600000,0.2538999915122986
42,200,2610000,
42,200,2620000,
42,200,2630000,
42,200,2640000,
42,200,2650000,
42,200,2660000,
42,200,2670000,
42,200,2680000,
42,200,2690000,
42,200,2700000,0.2874999940395355
42,200,2710000,
42,200,2720000,
42,200,2730000,
42,200,2740000,
42,200,2750000,
42,200,2760000,
42,200,2770000,
42,200,2780000,
42,200,2790000,
42,200,2800000,0.3027999997138977
42,200,2810000,
42,200,2820000,
42,200,2830000,
42,200,2840000,
42,200,2850000,
42,200,2860000,
42,200,2870000,
42,200,2880000,
42,200,2890000,
42,200,2900000,0.30559998750686646
42,200,2910000,
42,200,2920000,
42,200,2930000,
42,200,2940000,
42,200,2950000,
42,200,2960000,
42,200,2970000,
42,200,2980000,
42,200,2990000,
42,200,3000000,0.30469998717308044
42,200,3010000,
42,200,3020000,
42,200,3030000,
42,200,3040000,
42,200,3050000,
42,200,3060000,
42,200,3070000,
42,200,3080000,
42,200,3090000,
42,200,3100000,0.3361999988555908
42,200,3110000,
42,200,3120000,
42,200,3130000,
42,200,3140000,
42,200,3150000,
42,200,3160000,
42,200,3170000,
42,200,3180000,
42,200,3190000,
42,200,3200000,0.39419999718666077
42,200,3210000,
42,200,3220000,
42,200,3230000,
42,200,3240000,
42,200,3250000,
42,200,3260000,
42,200,3270000,
42,200,3280000,
42,200,3290000,
42,200,3300000,0.33559998869895935
42,200,3310000,
42,200,3320000,
42,200,3330000,
42,200,3340000,
42,200,3350000,
42,200,3360000,
42,200,3370000,
42,200,3380000,
42,200,3390000,
42,200,3400000,0.30799999833106995
42,200,3410000,
42,200,3420000,
42,200,3430000,
42,200,3440000,
42,200,3450000,
42,200,3460000,
42,200,3470000,
42,200,3480000,
42,200,3490000,
42,200,3500000,0.3091000020503998
42,200,3510000,
42,200,3520000,
42,200,3530000,
42,200,3540000,
42,200,3550000,
42,200,3560000,
42,200,3570000,
42,200,3580000,
42,200,3590000,
42,200,3600000,0.3662000000476837
42,200,3610000,
42,200,3620000,
42,200,3630000,
42,200,3640000,
42,200,3650000,
42,200,3660000,
42,200,3670000,
42,200,3680000,
42,200,3690000,
42,200,3700000,0.37869998812675476
42,200,3710000,
42,200,3720000,
42,200,3730000,
42,200,3740000,
42,200,3750000,
42,200,3760000,
42,200,3770000,
42,200,3780000,
42,200,3790000,
42,200,3800000,0.37439998984336853
42,200,3810000,
42,200,3820000,
42,200,3830000,
42,200,3840000,
42,200,3850000,
42,200,3860000,
42,200,3870000,
42,200,3880000,
42,200,3890000,
42,200,3900000,0.3896999955177307
42,200,3910000,
42,200,3920000,
42,200,3930000,
42,200,3940000,
42,200,3950000,
42,200,3960000,
42,200,3970000,
42,200,3980000,
42,200,3990000,
42,200,4000000,0.3953000009059906
42,200,4010000,
42,200,4020000,
42,200,4030000,
42,200,4040000,
42,200,4050000,
42,200,4060000,
42,200,4070000,
42,200,4080000,
42,200,4090000,
42,200,4100000,0.41190001368522644
42,200,4110000,
42,200,4120000,
42,200,4130000,
42,200,4140000,
42,200,4150000,
42,200,4160000,
42,200,4170000,
42,200,4180000,
42,200,4190000,
42,200,4200000,0.3946000039577484
42,200,4210000,
42,200,4220000,
42,200,4230000,
42,200,4240000,
42,200,4250000,
42,200,4260000,
42,200,4270000,
42,200,4280000,
42,200,4290000,
42,200,4300000,0.43939998745918274
42,200,4310000,
42,200,4320000,
42,200,4330000,
42,200,4340000,
42,200,4350000,
42,200,4360000,
42,200,4370000,
42,200,4380000,
42,200,4390000,
42,200,4400000,0.41499999165534973
42,200,4410000,
42,200,4420000,
42,200,4430000,
42,200,4440000,
42,200,4450000,
42,200,4460000,
42,200,4470000,
42,200,4480000,
42,200,4490000,
42,200,4500000,0.42260000109672546
42,200,4510000,
42,200,4520000,
42,200,4530000,
42,200,4540000,
42,200,4550000,
42,200,4560000,
42,200,4570000,
42,200,4580000,
42,200,4590000,
42,200,4600000,0.4632999897003174
42,200,4610000,
42,200,4620000,
42,200,4630000,
42,200,4640000,
42,200,4650000,
42,200,4660000,
42,200,4670000,
42,200,4680000,
42,200,4690000,
42,200,4700000,0.450300008058548
42,200,4710000,
42,200,4720000,
42,200,4730000,
42,200,4740000,
42,200,4750000,
42,200,4760000,
42,200,4770000,
42,200,4780000,
42,200,4790000,
42,200,4800000,0.43149998784065247
42,200,4810000,
42,200,4820000,
42,200,4830000,
42,200,4840000,
42,200,4850000,
42,200,4860000,
42,200,4870000,
42,200,4880000,
42,200,4890000,
42,200,4900000,0.45730000734329224
42,200,4910000,
42,200,4920000,
42,200,4930000,
42,200,4940000,
42,200,4950000,
42,200,4960000,
42,200,4970000,
42,200,4980000,
42,200,4990000,
42,200,5000000,0.4221000075340271
43,10,1,0.0
43,10,10000,
43,10,20000,
43,10,30000,
43,10,40000,
43,10,50000,
43,10,60000,
43,10,70000,
43,10,80000,
43,10,90000,
43,10,100000,0.0
43,10,110000,
43,10,120000,
43,10,130000,
43,10,140000,
43,10,150000,
43,10,160000,
43,10,170000,
43,10,180000,
43,10,190000,
43,10,200000,0.0
43,10,210000,
43,10,220000,
43,10,230000,
43,10,240000,
43,10,250000,
43,10,260000,
43,10,270000,
43,10,280000,
43,10,290000,
43,10,300000,0.0
43,10,310000,
43,10,320000,
43,10,330000,
43,10,340000,
43,10,350000,
43,10,360000,
43,10,370000,
43,10,380000,
43,10,390000,
43,10,400000,0.0
43,10,410000,
43,10,420000,
43,10,430000,
43,10,440000,
43,10,450000,
43,10,460000,
43,10,470000,
43,10,480000,
43,10,490000,
43,10,500000,0.0006000000284984708
43,10,510000,
43,10,520000,
43,10,530000,
43,10,540000,
43,10,550000,
43,10,560000,
43,10,570000,
43,10,580000,
43,10,590000,
43,10,600000,0.0015999999595806003
43,10,610000,
43,10,620000,
43,10,630000,
43,10,640000,
43,10,650000,
43,10,660000,
43,10,670000,
43,10,680000,
43,10,690000,
43,10,700000,0.0020000000949949026
43,10,710000,
43,10,720000,
43,10,730000,
43,10,740000,
43,10,750000,
43,10,760000,
43,10,770000,
43,10,780000,
43,10,790000,
43,10,800000,0.0038999998942017555
43,10,810000,
43,10,820000,
43,10,830000,
43,10,840000,
43,10,850000,
43,10,860000,
43,10,870000,
43,10,880000,
43,10,890000,
43,10,900000,0.0026000000070780516
43,10,910000,
43,10,920000,
43,10,930000,
43,10,940000,
43,10,950000,
43,10,960000,
43,10,970000,
43,10,980000,
43,10,990000,
43,10,1000000,0.0035000001080334187
43,10,1010000,
43,10,1020000,
43,10,1030000,
43,10,1040000,
43,10,1050000,
43,10,1060000,
43,10,1070000,
43,10,1080000,
43,10,1090000,
43,10,1100000,0.0031999999191612005
43,10,1110000,
43,10,1120000,
43,10,1130000,
43,10,1140000,
43,10,1150000,
43,10,1160000,
43,10,1170000,
43,10,1180000,
43,10,1190000,
43,10,1200000,0.00419999985024333
43,10,1210000,
43,10,1220000,
43,10,1230000,
43,10,1240000,
43,10,1250000,
43,10,1260000,
43,10,1270000,
43,10,1280000,
43,10,1290000,
43,10,1300000,0.0031999999191612005
43,10,1310000,
43,10,1320000,
43,10,1330000,
43,10,1340000,
43,10,1350000,
43,10,1360000,
43,10,1370000,
43,10,1380000,
43,10,1390000,
43,10,1400000,0.004900000058114529
43,10,1410000,
43,10,1420000,
43,10,1430000,
43,10,1440000,
43,10,1450000,
43,10,1460000,
43,10,1470000,
43,10,1480000,
43,10,1490000,
43,10,1500000,0.00430000014603138
43,10,1510000,
43,10,1520000,
43,10,1530000,
43,10,1540000,
43,10,1550000,
43,10,1560000,
43,10,1570000,
43,10,1580000,
43,10,1590000,
43,10,1600000,0.006000000052154064
43,10,1610000,
43,10,1620000,
43,10,1630000,
43,10,1640000,
43,10,1650000,
43,10,1660000,
43,10,1670000,
43,10,1680000,
43,10,1690000,
43,10,1700000,0.00430000014603138
43,10,1710000,
43,10,1720000,
43,10,1730000,
43,10,1740000,
43,10,1750000,
43,10,1760000,
43,10,1770000,
43,10,1780000,
43,10,1790000,
43,10,1800000,0.004100000020116568
43,10,1810000,
43,10,1820000,
43,10,1830000,
43,10,1840000,
43,10,1850000,
43,10,1860000,
43,10,1870000,
43,10,1880000,
43,10,1890000,
43,10,1900000,0.004399999976158142
43,10,1910000,
43,10,1920000,
43,10,1930000,
43,10,1940000,
43,10,1950000,
43,10,1960000,
43,10,1970000,
43,10,1980000,
43,10,1990000,
43,10,2000000,0.005200000014156103
43,10,2010000,
43,10,2020000,
43,10,2030000,
43,10,2040000,
43,10,2050000,
43,10,2060000,
43,10,2070000,
43,10,2080000,
43,10,2090000,
43,10,2100000,0.005200000014156103
43,10,2110000,
43,10,2120000,
43,10,2130000,
43,10,2140000,
43,10,2150000,
43,10,2160000,
43,10,2170000,
43,10,2180000,
43,10,2190000,
43,10,2200000,0.0044999998062849045
43,10,2210000,
43,10,2220000,
43,10,2230000,
43,10,2240000,
43,10,2250000,
43,10,2260000,
43,10,2270000,
43,10,2280000,
43,10,2290000,
43,10,2300000,0.005900000222027302
43,10,2310000,
43,10,2320000,
43,10,2330000,
43,10,2340000,
43,10,2350000,
43,10,2360000,
43,10,2370000,
43,10,2380000,
43,10,2390000,
43,10,2400000,0.004699999932199717
43,10,2410000,
43,10,2420000,
43,10,2430000,
43,10,2440000,
43,10,2450000,
43,10,2460000,
43,10,2470000,
43,10,2480000,
43,10,2490000,
43,10,2500000,0.004900000058114529
43,10,2510000,
43,10,2520000,
43,10,2530000,
43,10,2540000,
43,10,2550000,
43,10,2560000,
43,10,2570000,
43,10,2580000,
43,10,2590000,
43,10,2600000,0.004999999888241291
43,10,2610000,
43,10,2620000,
43,10,2630000,
43,10,2640000,
43,10,2650000,
43,10,2660000,
43,10,2670000,
43,10,2680000,
43,10,2690000,
43,10,2700000,0.004800000227987766
43,10,2710000,
43,10,2720000,
43,10,2730000,
43,10,2740000,
43,10,2750000,
43,10,2760000,
43,10,2770000,
43,10,2780000,
43,10,2790000,
43,10,2800000,0.004600000102072954
43,10,2810000,
43,10,2820000,
43,10,2830000,
43,10,2840000,
43,10,2850000,
43,10,2860000,
43,10,2870000,
43,10,2880000,
43,10,2890000,
43,10,2900000,0.00559999980032444
43,10,2910000,
43,10,2920000,
43,10,2930000,
43,10,2940000,
43,10,2950000,
43,10,2960000,
43,10,2970000,
43,10,2980000,
43,10,2990000,
43,10,3000000,0.004100000020116568
43,10,3010000,
43,10,3020000,
43,10,3030000,
43,10,3040000,
43,10,3050000,
43,10,3060000,
43,10,3070000,
43,10,3080000,
43,10,3090000,
43,10,3100000,0.004100000020116568
43,10,3110000,
43,10,3120000,
43,10,3130000,
43,10,3140000,
43,10,3150000,
43,10,3160000,
43,10,3170000,
43,10,3180000,
43,10,3190000,
43,10,3200000,0.006000000052154064
43,10,3210000,
43,10,3220000,
43,10,3230000,
43,10,3240000,
43,10,3250000,
43,10,3260000,
43,10,3270000,
43,10,3280000,
43,10,3290000,
43,10,3300000,0.006200000178068876
43,10,3310000,
43,10,3320000,
43,10,3330000,
43,10,3340000,
43,10,3350000,
43,10,3360000,
43,10,3370000,
43,10,3380000,
43,10,3390000,
43,10,3400000,0.00570000009611249
43,10,3410000,
43,10,3420000,
43,10,3430000,
43,10,3440000,
43,10,3450000,
43,10,3460000,
43,10,3470000,
43,10,3480000,
43,10,3490000,
43,10,3500000,0.005400000140070915
43,10,3510000,
43,10,3520000,
43,10,3530000,
43,10,3540000,
43,10,3550000,
43,10,3560000,
43,10,3570000,
43,10,3580000,
43,10,3590000,
43,10,3600000,0.00559999980032444
43,10,3610000,
43,10,3620000,
43,10,3630000,
43,10,3640000,
43,10,3650000,
43,10,3660000,
43,10,3670000,
43,10,3680000,
43,10,3690000,
43,10,3700000,0.00570000009611249
43,10,3710000,
43,10,3720000,
43,10,3730000,
43,10,3740000,
43,10,3750000,
43,10,3760000,
43,10,3770000,
43,10,3780000,
43,10,3790000,
43,10,3800000,0.005900000222027302
43,10,3810000,
43,10,3820000,
43,10,3830000,
43,10,3840000,
43,10,3850000,
43,10,3860000,
43,10,3870000,
43,10,3880000,
43,10,3890000,
43,10,3900000,0.005400000140070915
43,10,3910000,
43,10,3920000,
43,10,3930000,
43,10,3940000,
43,10,3950000,
43,10,3960000,
43,10,3970000,
43,10,3980000,
43,10,3990000,
43,10,4000000,0.005900000222027302
43,10,4010000,
43,10,4020000,
43,10,4030000,
43,10,4040000,
43,10,4050000,
43,10,4060000,
43,10,4070000,
43,10,4080000,
43,10,4090000,
43,10,4100000,0.005100000184029341
43,10,4110000,
43,10,4120000,
43,10,4130000,
43,10,4140000,
43,10,4150000,
43,10,4160000,
43,10,4170000,
43,10,4180000,
43,10,4190000,
43,10,4200000,0.0066999997943639755
43,10,4210000,
43,10,4220000,
43,10,4230000,
43,10,4240000,
43,10,4250000,
43,10,4260000,
43,10,4270000,
43,10,4280000,
43,10,4290000,
43,10,4300000,0.005499999970197678
43,10,4310000,
43,10,4320000,
43,10,4330000,
43,10,4340000,
43,10,4350000,
43,10,4360000,
43,10,4370000,
43,10,4380000,
43,10,4390000,
43,10,4400000,0.004699999932199717
43,10,4410000,
43,10,4420000,
43,10,4430000,
43,10,4440000,
43,10,4450000,
43,10,4460000,
43,10,4470000,
43,10,4480000,
43,10,4490000,
43,10,4500000,0.00570000009611249
43,10,4510000,
43,10,4520000,
43,10,4530000,
43,10,4540000,
43,10,4550000,
43,10,4560000,
43,10,4570000,
43,10,4580000,
43,10,4590000,
43,10,4600000,0.004800000227987766
43,10,4610000,
43,10,4620000,
43,10,4630000,
43,10,4640000,
43,10,4650000,
43,10,4660000,
43,10,4670000,
43,10,4680000,
43,10,4690000,
43,10,4700000,0.006200000178068876
43,10,4710000,
43,10,4720000,
43,10,4730000,
43,10,4740000,
43,10,4750000,
43,10,4760000,
43,10,4770000,
43,10,4780000,
43,10,4790000,
43,10,4800000,0.006800000090152025
43,10,4810000,
43,10,4820000,
43,10,4830000,
43,10,4840000,
43,10,4850000,
43,10,4860000,
43,10,4870000,
43,10,4880000,
43,10,4890000,
43,10,4900000,0.005900000222027302
43,10,4910000,
43,10,4920000,
43,10,4930000,
43,10,4940000,
43,10,4950000,
43,10,4960000,
43,10,4970000,
43,10,4980000,
43,10,4990000,
43,10,5000000,0.005499999970197678
43,20,1,0.0
43,20,10000,
43,20,20000,
43,20,30000,
43,20,40000,
43,20,50000,
43,20,60000,
43,20,70000,
43,20,80000,
43,20,90000,
43,20,100000,0.0
43,20,110000,
43,20,120000,
43,20,130000,
43,20,140000,
43,20,150000,
43,20,160000,
43,20,170000,
43,20,180000,
43,20,190000,
43,20,200000,0.00019999999494757503
43,20,210000,
43,20,220000,
43,20,230000,
43,20,240000,
43,20,250000,
43,20,260000,
43,20,270000,
43,20,280000,
43,20,290000,
43,20,300000,0.004100000020116568
43,20,310000,
43,20,320000,
43,20,330000,
43,20,340000,
43,20,350000,
43,20,360000,
43,20,370000,
43,20,380000,
43,20,390000,
43,20,400000,0.006599999964237213
43,20,410000,
43,20,420000,
43,20,430000,
43,20,440000,
43,20,450000,
43,20,460000,
43,20,470000,
43,20,480000,
43,20,490000,
43,20,500000,0.014700000174343586
43,20,510000,
43,20,520000,
43,20,530000,
43,20,540000,
43,20,550000,
43,20,560000,
43,20,570000,
43,20,580000,
43,20,590000,
43,20,600000,0.021199999377131462
43,20,610000,
43,20,620000,
43,20,630000,
43,20,640000,
43,20,650000,
43,20,660000,
43,20,670000,
43,20,680000,
43,20,690000,
43,20,700000,0.026900000870227814
43,20,710000,
43,20,720000,
43,20,730000,
43,20,740000,
43,20,750000,
43,20,760000,
43,20,770000,
43,20,780000,
43,20,790000,
43,20,800000,0.03099999949336052
43,20,810000,
43,20,820000,
43,20,830000,
43,20,840000,
43,20,850000,
43,20,860000,
43,20,870000,
43,20,880000,
43,20,890000,
43,20,900000,0.03739999979734421
43,20,910000,
43,20,920000,
43,20,930000,
43,20,940000,
43,20,950000,
43,20,960000,
43,20,970000,
43,20,980000,
43,20,990000,
43,20,1000000,0.041200000792741776
43,20,1010000,
43,20,1020000,
43,20,1030000,
43,20,1040000,
43,20,1050000,
43,20,1060000,
43,20,1070000,
43,20,1080000,
43,20,1090000,
43,20,1100000,0.03929999843239784
43,20,1110000,
43,20,1120000,
43,20,1130000,
43,20,1140000,
43,20,1150000,
43,20,1160000,
43,20,1170000,
43,20,1180000,
43,20,1190000,
